2 30 1 2 3496 4 3 4 3 1 2 3 34 2 2 1 3 1 2 2
4 24 4 3 2684 1 3 4 3 1 2 1 35 3 2 2 2 2 1 2
4 18 4 3 1582 4 5 4 3 1 4 3 46 3 2 2 3 2 1 2
4 10 2 0 1546 1 3 3 3 1 2 1 31 3 2 1 2 1 1 1
3 6 3 3 683 1 2 2 2 1 1 2 29 1 2 1 3 2 1 2
2 48 1 9 3566 2 4 4 3 1 2 3 30 3 2 1 3 2 1 2
1 6 2 0 1374 5 1 4 2 1 3 2 75 3 2 1 4 2 2 2
4 18 4 3 2404 1 3 2 2 1 2 3 26 3 2 2 3 2 1 2
4 12 4 9 1264 5 5 4 3 1 4 4 57 3 1 1 2 2 1 2
3 6 4 0 1299 1 3 1 3 1 1 1 74 3 2 3 1 1 1 1
2 48 3 9 6681 5 3 4 3 1 4 4 38 3 3 1 3 1 2 2
3 15 2 9 2687 1 4 2 3 1 4 2 26 3 1 1 3 2 2 2
