4 12 4 3 522 3 5 4 3 1 4 2 42 3 2 2 3 1 2 2
1 18 2 0 2249 2 4 4 3 1 3 3 30 3 2 1 4 1 2 2
2 36 2 3 2323 1 4 4 3 1 4 3 24 3 1 1 3 2 1 2
1 18 2 0 4380 2 3 3 3 1 4 3 35 3 2 1 2 1 2 2
2 15 2 5 1514 2 3 4 3 3 2 1 22 3 2 1 3 2 1 2
2 42 4 9 5954 1 4 2 2 1 1 1 41 1 2 2 2 2 1 2
2 30 0 9 4221 1 3 2 2 1 1 3 28 3 2 2 3 2 1 2
2 48 0 0 8358 3 2 1 2 1 1 3 30 3 2 2 3 2 1 2
2 18 4 2 1295 1 2 4 2 1 1 2 27 3 2 2 3 2 1 2
1 18 2 2 2659 4 3 4 3 1 2 3 28 3 2 1 3 2 1 2
4 36 4 3 3342 5 5 4 3 1 2 3 51 3 2 1 3 2 2 2
4 24 4 3 1851 1 4 4 4 3 2 3 33 3 2 2 3 2 2 2
