4 24 4 3 5103 1 2 3 4 1 3 4 47 3 3 3 3 2 2 2
4 24 3 0 717 5 5 4 4 1 4 3 54 3 2 2 3 2 2 2
4 10 4 2 2146 1 2 1 2 1 3 1 23 3 1 2 3 2 1 2
3 10 2 4 1225 1 3 2 3 1 2 3 37 3 2 1 3 2 2 2
4 21 3 2 1591 2 4 4 3 1 3 1 34 3 2 2 4 2 1 2
2 12 2 3 1567 1 3 1 2 1 1 3 22 3 2 1 3 2 2 2
4 24 4 2 1585 1 4 4 3 1 3 2 40 3 2 2 3 2 1 2
4 18 4 3 6070 1 5 3 3 1 4 3 33 3 2 2 3 2 2 2
2 18 3 9 2427 5 5 4 3 1 2 2 42 3 2 2 3 2 1 2
4 12 2 0 1101 1 3 3 4 1 2 1 27 3 2 2 3 2 2 2
4 12 4 3 1934 1 5 2 3 1 2 4 26 3 2 2 3 2 1 2
4 15 4 2 2788 1 4 2 2 2 3 3 24 1 2 2 3 2 1 2
